state_ut,rank_in_state,city_town,market_tier,current_low_psf,current_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,base_2030_low_psf,base_2030_high_psf,water_score_10,water_risk,economic_engine,infra_drivers,live_developments,in_progress_developments,planned_future_developments,key_checks,investment_view
Himachal Pradesh,5,Kullu,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Himachal Pradesh,6,Una,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Himachal Pradesh,7,Bilaspur,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Himachal Pradesh,8,Hamirpur,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Himachal Pradesh,9,Palampur,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Himachal Pradesh,10,Baddi,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,1,Ranchi,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,2,Jamshedpur,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,3,Dhanbad,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,4,Bokaro,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,5,Deoghar,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,6,Hazaribagh,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,7,Giridih,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,8,Ramgarh,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,9,Medininagar,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Jharkhand,10,Dumka,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,1,Bengaluru,Metro / NCR node,10400,29900,5.0,7.5,10.5,13900,39900,4,Medium-high,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,2,Mysuru,Large growth city,5200,13800,5.5,8.0,11.0,7100,18800,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,3,Mangaluru,Large growth city,5200,13800,5.5,8.0,11.0,7100,18800,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,4,Hubballi-Dharwad,Mid-size city,2900,8000,4.5,7.0,10.0,3800,10500,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,5,Belagavi,Mid-size city,2900,8000,4.5,7.0,10.0,3800,10500,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,6,Davanagere,Mid-size city,2900,8000,4.5,7.0,10.0,3800,10500,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,7,Ballari,Emerging town,1400,4800,4.0,6.5,9.5,1800,6200,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,8,Tumakuru,Emerging town,1400,4800,4.0,6.5,9.5,1800,6200,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,9,Shivamogga,Emerging town,1400,4800,4.0,6.5,9.5,1800,6200,5,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Karnataka,10,Udupi,Emerging town,1400,4800,4.0,6.5,9.5,1800,6200,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,1,Kochi,Large growth city,4500,12000,5.5,8.0,11.0,6100,16300,9,Low,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,2,Thiruvananthapuram,Large growth city,4500,12000,5.5,8.0,11.0,6100,16300,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,3,Kozhikode,Large growth city,4500,12000,5.5,8.0,11.0,6100,16300,9,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,4,Thrissur,Mid-size city,2500,7000,4.5,7.0,10.0,3300,9200,9,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,5,Kollam,Mid-size city,2500,7000,4.5,7.0,10.0,3300,9200,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,6,Kannur,Mid-size city,2500,7000,4.5,7.0,10.0,3300,9200,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,7,Kottayam,Emerging town,1200,4200,4.0,6.5,9.5,1500,5400,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,8,Palakkad,Emerging town,1200,4200,4.0,6.5,9.5,1500,5400,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,9,Alappuzha,Emerging town,1200,4200,4.0,6.5,9.5,1500,5400,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Kerala,10,Malappuram,Emerging town,1200,4200,4.0,6.5,9.5,1500,5400,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Madhya Pradesh,1,Indore,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Madhya Pradesh,2,Bhopal,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,Industrial/logistics + services demand; validate specific micro-market job creation before buying.,"Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
