area_id,state_ut,city_town,rank_in_city,area_name,area_basis,price_low_psf,price_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,water_score,water_risk_label,development_score,liquidity_score,developer_score,overall_score,confidence_grade,source_type,source_reliability,verification_status,source_url,live_developments,in_progress_developments,planned_developments,investment_thesis,risk_1,risk_2,risk_3,last_refreshed_at
GUJ_AHME_05,Gujarat,Ahmedabad,5,Ahmedabad University/education cluster,SEED - replace/refresh with discovered candidates,5324,7187,6.800000000000001,9.8,13.3,71,Lower,52,88,44,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Ahmedabad University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_AHME_06,Gujarat,Ahmedabad,6,Ahmedabad Logistics corridor,SEED - replace/refresh with discovered candidates,12277,18047,8.2,11.2,14.7,65,Moderate,55,86,92,71,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Ahmedabad Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_AHME_07,Gujarat,Ahmedabad,7,Ahmedabad Metro/proposed transit node,SEED - replace/refresh with discovered candidates,12413,19736,5.699999999999999,8.7,12.2,46,High,67,60,50,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Ahmedabad Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_AHME_08,Gujarat,Ahmedabad,8,Ahmedabad Highway growth belt,SEED - replace/refresh with discovered candidates,7088,12120,5.1,8.1,11.6,57,Moderate,86,92,88,72,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Ahmedabad Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_AHME_09,Gujarat,Ahmedabad,9,Ahmedabad Emerging residential extension,SEED - replace/refresh with discovered candidates,7246,13260,3.5,6.5,10.0,66,Moderate,90,69,94,69,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Ahmedabad Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_AHME_10,Gujarat,Ahmedabad,10,Ahmedabad Peripheral village cluster,SEED - replace/refresh with discovered candidates,10807,14589,9.9,12.9,16.4,77,Lower,88,51,54,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Ahmedabad Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_01,Gujarat,Surat,1,Surat Airport corridor,SEED - replace/refresh with discovered candidates,8736,12841,10.2,13.2,16.7,44,High,74,41,75,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_02,Gujarat,Surat,2,Surat Outer ring road fringe,SEED - replace/refresh with discovered candidates,7796,12395,4.4,7.4,10.9,39,High,73,87,88,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_03,Gujarat,Surat,3,Surat Industrial estate belt,SEED - replace/refresh with discovered candidates,6108,10444,6.199999999999999,9.2,12.7,78,Lower,89,72,80,74,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_04,Gujarat,Surat,4,Surat New township zone,SEED - replace/refresh with discovered candidates,3533,6465,8.8,11.8,15.3,70,Lower,78,84,87,77,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_05,Gujarat,Surat,5,Surat University/education cluster,SEED - replace/refresh with discovered candidates,12587,16992,10.2,13.2,16.7,52,Moderate,89,72,70,71,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_06,Gujarat,Surat,6,Surat Logistics corridor,SEED - replace/refresh with discovered candidates,4546,6682,10.2,13.2,16.7,43,High,81,87,71,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_07,Gujarat,Surat,7,Surat Metro/proposed transit node,SEED - replace/refresh with discovered candidates,3194,5078,5.1,8.1,11.6,55,Moderate,78,59,66,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_08,Gujarat,Surat,8,Surat Highway growth belt,SEED - replace/refresh with discovered candidates,10557,18052,7.4,10.4,13.9,49,High,54,88,54,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_09,Gujarat,Surat,9,Surat Emerging residential extension,SEED - replace/refresh with discovered candidates,4860,8893,7.5,10.5,14.0,79,Lower,77,74,44,68,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_SURA_10,Gujarat,Surat,10,Surat Peripheral village cluster,SEED - replace/refresh with discovered candidates,6360,8586,6.300000000000001,9.3,12.8,44,High,56,58,38,50,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Surat Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_01,Gujarat,Vadodara,1,Vadodara Airport corridor,SEED - replace/refresh with discovered candidates,3745,5505,9.4,12.4,15.9,37,High,46,92,56,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_02,Gujarat,Vadodara,2,Vadodara Outer ring road fringe,SEED - replace/refresh with discovered candidates,9842,15648,5.6,8.6,12.1,59,Moderate,73,50,46,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_03,Gujarat,Vadodara,3,Vadodara Industrial estate belt,SEED - replace/refresh with discovered candidates,4202,7185,2.5999999999999996,5.6,9.1,44,High,58,64,60,50,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_04,Gujarat,Vadodara,4,Vadodara New township zone,SEED - replace/refresh with discovered candidates,8960,16396,5.1,8.1,11.6,77,Lower,59,74,72,65,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_05,Gujarat,Vadodara,5,Vadodara University/education cluster,SEED - replace/refresh with discovered candidates,3539,4777,8.5,11.5,15.0,65,Moderate,62,86,58,67,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_06,Gujarat,Vadodara,6,Vadodara Logistics corridor,SEED - replace/refresh with discovered candidates,8890,13068,5.199999999999999,8.2,11.7,64,Moderate,78,90,60,67,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_07,Gujarat,Vadodara,7,Vadodara Metro/proposed transit node,SEED - replace/refresh with discovered candidates,7544,11994,3.7,6.7,10.2,89,Lower,49,89,51,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_08,Gujarat,Vadodara,8,Vadodara Highway growth belt,SEED - replace/refresh with discovered candidates,2186,3738,6.1,9.1,12.6,58,Moderate,67,79,94,68,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_09,Gujarat,Vadodara,9,Vadodara Emerging residential extension,SEED - replace/refresh with discovered candidates,4280,7832,7.300000000000001,10.3,13.8,82,Lower,43,54,35,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_VADO_10,Gujarat,Vadodara,10,Vadodara Peripheral village cluster,SEED - replace/refresh with discovered candidates,7333,9899,6.1,9.1,12.6,85,Lower,81,64,92,74,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Vadodara Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_01,Gujarat,Rajkot,1,Rajkot Airport corridor,SEED - replace/refresh with discovered candidates,10889,16006,8.0,11.0,14.5,55,Moderate,50,55,76,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_02,Gujarat,Rajkot,2,Rajkot Outer ring road fringe,SEED - replace/refresh with discovered candidates,5312,8446,5.1,8.1,11.6,62,Moderate,91,85,40,65,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_03,Gujarat,Rajkot,3,Rajkot Industrial estate belt,SEED - replace/refresh with discovered candidates,8130,13902,8.0,11.0,14.5,55,Moderate,40,71,91,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_04,Gujarat,Rajkot,4,Rajkot New township zone,SEED - replace/refresh with discovered candidates,8239,15077,5.5,8.5,12.0,69,Moderate,84,65,54,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_05,Gujarat,Rajkot,5,Rajkot University/education cluster,SEED - replace/refresh with discovered candidates,6696,9039,4.6,7.6,11.1,55,Moderate,87,37,90,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_06,Gujarat,Rajkot,6,Rajkot Logistics corridor,SEED - replace/refresh with discovered candidates,2226,3272,9.1,12.1,15.6,70,Lower,89,39,77,69,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_07,Gujarat,Rajkot,7,Rajkot Metro/proposed transit node,SEED - replace/refresh with discovered candidates,8936,14208,6.5,9.5,13.0,82,Lower,56,59,55,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_08,Gujarat,Rajkot,8,Rajkot Highway growth belt,SEED - replace/refresh with discovered candidates,7499,12823,6.5,9.5,13.0,42,High,68,51,52,53,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_09,Gujarat,Rajkot,9,Rajkot Emerging residential extension,SEED - replace/refresh with discovered candidates,8499,15553,4.3,7.3,10.8,54,Moderate,74,43,58,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_RAJK_10,Gujarat,Rajkot,10,Rajkot Peripheral village cluster,SEED - replace/refresh with discovered candidates,6520,8802,8.6,11.6,15.1,74,Lower,61,57,56,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rajkot Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_01,Gujarat,Gandhinagar,1,Gandhinagar Airport corridor,SEED - replace/refresh with discovered candidates,7164,10531,7.199999999999999,10.2,13.7,48,High,92,94,40,66,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_02,Gujarat,Gandhinagar,2,Gandhinagar Outer ring road fringe,SEED - replace/refresh with discovered candidates,4966,7895,10.1,13.1,16.6,73,Lower,48,55,64,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_03,Gujarat,Gandhinagar,3,Gandhinagar Industrial estate belt,SEED - replace/refresh with discovered candidates,6523,11154,6.0,9.0,12.5,38,High,74,35,50,50,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_04,Gujarat,Gandhinagar,4,Gandhinagar New township zone,SEED - replace/refresh with discovered candidates,2233,4086,5.199999999999999,8.2,11.7,85,Lower,71,93,52,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_05,Gujarat,Gandhinagar,5,Gandhinagar University/education cluster,SEED - replace/refresh with discovered candidates,10295,13898,5.800000000000001,8.8,12.3,85,Lower,49,57,80,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_06,Gujarat,Gandhinagar,6,Gandhinagar Logistics corridor,SEED - replace/refresh with discovered candidates,2447,3597,2.8,5.8,9.3,39,High,55,76,80,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_07,Gujarat,Gandhinagar,7,Gandhinagar Metro/proposed transit node,SEED - replace/refresh with discovered candidates,10562,16793,3.0,6.0,9.5,71,Lower,65,84,39,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_08,Gujarat,Gandhinagar,8,Gandhinagar Highway growth belt,SEED - replace/refresh with discovered candidates,7887,13486,6.0,9.0,12.5,79,Lower,74,73,48,66,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_09,Gujarat,Gandhinagar,9,Gandhinagar Emerging residential extension,SEED - replace/refresh with discovered candidates,3232,5914,9.8,12.8,16.3,89,Lower,42,46,88,69,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
GUJ_GAND_10,Gujarat,Gandhinagar,10,Gandhinagar Peripheral village cluster,SEED - replace/refresh with discovered candidates,4503,6079,10.3,13.3,16.8,86,Lower,79,89,83,83,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gandhinagar Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_01,Haryana,Gurugram,1,Gurugram Airport corridor,SEED - replace/refresh with discovered candidates,4365,6416,7.699999999999999,10.7,14.2,60,Moderate,93,73,87,74,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_02,Haryana,Gurugram,2,Gurugram Outer ring road fringe,SEED - replace/refresh with discovered candidates,4027,6402,4.3,7.3,10.8,79,Lower,50,46,56,55,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
